Address 1,Address 2,Address 3,Postcode,Permitted Occupants,Licence Issue Date,Licence Expiry Date,Licence Number,latitude,longitude,geocoded_address,marker-symbol,marker-color
,469,Shoreham Street,S2 4FB,6,25-Jan-24,06-Jan-29,6305,53.3674888,-1.4691401,"469 Shoreham St, Highfield, Sheffield S2 4FB, UK",home,#16837A
,564,Shoreham Street,S2 4FE,5,17-Nov-22,06-Feb-27,6032,53.3670949,-1.4697036,"564 Shoreham St, Highfield, Sheffield S2 4FE, UK",home,#0F596B
,156,Slinn Street,S10 1NZ,5,25-Jan-24,03-Nov-28,6306,53.3879482,-1.5047019,"156 Slinn St, Sheffield S10 1NZ, UK",home,#0F596B
,395,South Road,S6 3TD,6,19-May-22,25-Oct-26,5770,53.3946242,-1.5026243,"395 South Rd, Sheffield S6 3TD, UK",home,#16837A
,22,South View Road,S7 1DD,5,21-Apr-21,28-Jan-26,5205,53.3672438,-1.4796346,"22 S View Rd, Nether Edge, Sheffield S7 1DD, UK",home,#0F596B
,26,South View Road,S7 1DD,7,20-Apr-21,14-Dec-25,5201,53.3672078,-1.4796239,"26 S View Rd, Nether Edge, Sheffield S7 1DD, UK",home,#1D9A6C
,52,South View Road,S7 1DD,6,12-May-22,01-Apr-27,5747,53.36670100000001,-1.4795292,"52 S View Rd, Nether Edge, Sheffield S7 1LB, UK",home,#16837A
,77,South View Road,S7 1DB,5,01-Jul-22,15-Nov-26,5849,53.3662407,-1.4789556,"77 S View Rd, Nether Edge, Sheffield S7 1DB, UK",home,#0F596B
,79,South View Road,S7 1DB,5,01-Nov-22,16-Nov-26,5595,53.36621179999999,-1.4789606,"79 S View Rd, Nether Edge, Sheffield S7 1DD, UK",home,#0F596B
,128,South View Road,S7 1DD,5,06-Apr-21,14-Dec-25,5209,53.365297,-1.4791197,"128 S View Rd, Nether Edge, Sheffield S7 1DD, UK",home,#0F596B
,174,South View Road,S7 1DF,5,02-Jun-21,17-Nov-25,5334,53.3644298,-1.4788249,"174 S View Rd, Nether Edge, Sheffield S7 1DF, UK",home,#0F596B
,21,Southgrove Road,S10 2NP,6,09-Sep-22,17-Sep-26,5947,53.3722596,-1.4948599,"21 Southgrove Rd, Broomhall, Sheffield S10 2NP, UK",home,#16837A
,92,Southgrove Road,S10 2NQ,6,20-May-24,05-Dec-28,6419,53.3706937,-1.4933626,"92 Southgrove Rd, Broomhall, Sheffield S10 2NQ, UK",home,#16837A
,94,Southgrove Road,S10 2NQ,6,20-May-24,19-Jan-29,6420,53.3706505,-1.493325,"94 Southgrove Rd, Broomhall, Sheffield S10 2NQ, UK",home,#16837A
,96,Southgrove Road,S10 2NQ,5,10-Feb-21,16-May-25,5015,53.3706015,-1.4932444,"96 Southgrove Rd, Broomhall, Sheffield S10 2NQ, UK",home,#0F596B
,98,Southgrove Road,S10 2NQ,6,05-Mar-20,17-Feb-25,4736,53.37054639999999,-1.4932185,"98 Southgrove Rd, Broomhall, Sheffield S10 2NQ, UK",home,#16837A
,36,Spooner Road,S10 5BN,5,03-Sep-24,02-Sep-29,6463,53.3783272,-1.501712,"36 Spooner Rd, Sheffield S10 5BN, UK",home,#0F596B
,71,Spooner Road,S10 5BL,6,24-Oct-22,28-Jun-25,5980,53.3787548,-1.5025161,"71 Spooner Rd, Sheffield S10, UK",home,#16837A
,79,Spooner Road,S10 5BL,6,05-Jan-22,01-Jun-25,5635,53.37889910000001,-1.5025643,"79 Spooner Rd, Sheffield S10 5BL, UK",home,#16837A
,46-48,Spooner Road,S10 5BN,6,13-Mar-24,20-Nov-28,6336,53.3785481,-1.5019665,"46 Spooner Rd, Sheffield S10 5BN, UK",home,#16837A
,8,Spring Hill,S10 1ET,12,15-Apr-21,19-Apr-25,5185,53.3838427,-1.4980994,"The Coach House, 8 Spring Hill, Sheffield S10 1ET, UK",home,#DEEDCF
,9,Spring Hill,S10 1ET,5,08-Sep-21,28-Apr-25,5464,53.383738,-1.4983276,"9 Spring Hill, Sheffield S10 1ET, UK",home,#0F596B
,17,Spring Hill,S10 1ET,5,26-Aug-21,17-Jun-25,5447,53.3838905,-1.4985479,"17 Spring Hill, Sheffield S10 1ET, UK",home,#0F596B
,38,Spring Hill,S10 1ET,6,07-Sep-21,11-Mar-26,5460,53.3842735,-1.4984558,"38 Spring Hill, Sheffield S10 1ET, UK",home,#16837A
,40,Spring Hill,S10 1ET,5,17-May-21,06-May-25,5290,53.3842752,-1.4984915,"40 Spring Hill, Sheffield S10 1ET, UK",home,#0F596B
,50,Spring Hill,S10 1ET,6,28-Jun-21,10-Jun-25,5360,53.3844396,-1.4987008,"50 Spring Hill, Sheffield S10 1ET, UK",home,#16837A
,54,Spring Hill,S10 1ET,6,30-Aug-22,24-Jun-25,5927,53.3845138,-1.4987984,"54 Spring Hill, Sheffield S10 1ET, UK",home,#16837A
,18,Spring Hill Road,S10 1ES,7,28-Sep-21,21-Jun-25,5473,53.3840519,-1.4977517,"18 Spring Hill Rd, Sheffield S10 1ES, UK",home,#1D9A6C
,26,Spring Hill Road,S10 1ES,6,03-Feb-22,19-Dec-27,6102,53.3842692,-1.4977161,"26 Spring Hill Rd, Sheffield S10 1ES, UK",home,#16837A
,27,Spring Hill Road,S10 1ES,5,05-May-21,12-Feb-26,5241,53.3842442,-1.4981276,"27 Spring Hill Rd, Sheffield S10 1ES, UK",home,#0F596B
,28,Spring Hill Road,S10 1ES,6,27-May-21,13-Apr-25,5318,53.38433269999999,-1.4976944,"28 Spring Hill Rd, Sheffield S10 1ES, UK",home,#16837A
,29,Spring Hill Road,S10 1ES,5,02-Dec-21,01-Jun-26,5587,53.3843187,-1.4980876,"29 Spring Hill Rd, Sheffield S10 1ES, UK",home,#0F596B
,31,Spring Hill Road,S10 1ES,7,01-Feb-22,15-Nov-26,5659,53.3844642,-1.498135,"31 Spring Hill Rd, Sheffield S10 1ES, UK",home,#1D9A6C
,33,Spring Hill Road,S10 1ES,8,05-Mar-20,26-Mar-25,4816,53.3845373,-1.4981124,"33 Spring Hill Rd, Sheffield S10 1ES, UK",home,#48B16D
,34,Spring Hill Road,S10 1ES,8,22-Dec-21,19-May-25,5625,53.3845604,-1.4976583,"34 Spring Hill Rd, Sheffield S10 1ES, UK",home,#48B16D
,35,Spring Hill Road,S10 1ES,5,18-Feb-21,16-May-25,5019,53.3845944,-1.4979709,"35 Spring Hill Rd, Sheffield S10 1ES, UK",home,#0F596B
,49,Spring Hill Road,S10 1ES,6,08-Feb-24,11-Dec-28,6316,53.3848583,-1.4979829,"49 Spring Hill Rd, Sheffield S10 1ES, UK",home,#16837A
,51,Spring Hill Road,S10 1ES,5,14-Feb-24,02-Dec-28,6319,53.3848926,-1.4979938,"51 Spring Hill Rd, Sheffield S10 1GG, UK",home,#0F596B
,55,Spring Hill Road,S10 1ES,5,01-Aug-22,26-Oct-26,5893,53.3849809,-1.4979862,"55 Spring Hill Rd, Sheffield S10 1GG, UK",home,#0F596B
,57,Spring Hill Road,S10 1ES,8,31-May-21,21-Apr-25,5326,53.3851004,-1.4979472,"57 Spring Hill Rd, Sheffield S10 1ES, UK",home,#48B16D
,21,Spring House Road,S10 1LT,7,19-May-21,08-Mar-25,5298,53.3849755,-1.5006897,"21 Spring House Rd, Sheffield S10 1LT, UK",home,#1D9A6C
,5,Spring View Road,S10 1LS,5,10-Jan-24,09-Jan-29,6410,53.3845585,-1.5000687,"5 Spring View Rd, Sheffield S10 1LS, UK",home,#0F596B
,12,Spring View Road,S10 1LS,7,11-May-21,13-Mar-26,5265,53.3847883,-1.5000515,"12 Spring View Rd, Sheffield S10 1LS, UK",home,#1D9A6C
,16,Spring View Road,S10 1LS,5,02-Nov-22,06-Dec-26,5988,53.3847739,-1.5002061,"16 Spring View Rd, Sheffield S10 1LS, UK",home,#0F596B
,18,Spring View Road,S10 1LS,5,22-Dec-21,19-Jun-25,5630,53.384771,-1.5002829,"18 Spring View Rd, Sheffield S10 1LS, UK",home,#0F596B
,24,Spring View Road,S10 1LS,6,30-Jan-22,29-Jan-27,5744,53.3847592,-1.5005457,"24 Spring View Rd, Sheffield S10 1LS, UK",home,#16837A
,26,Spring View Road,S10 1LS,6,05-Jul-22,08-Jun-25,5854,53.3847396,-1.5006196,"26 Spring View Rd, Sheffield S10 1LS, UK",home,#16837A
,36,Spring View Road,S10 1LS,5,22-Dec-21,19-Jun-25,5627,53.3846643,-1.5008686,"36 Spring View Rd, Sheffield S10 1LS, UK",home,#0F596B
,121,Springvale Road,S6 3NT,6,19-Feb-21,30-May-25,5052,53.3884096,-1.4934574,"121 Springvale Rd, Sheffield S6 3NT, UK",home,#16837A
,181,Springvale Road,S6 3NT,6,02-Apr-20,27-May-25,4843,53.3876821,-1.4961064,"181 Springvale Rd, Sheffield S6 3NT, UK",home,#16837A
,182,Springvale Road,S6 3NU,5,26-Aug-22,06-Aug-27,5925,53.3881276,-1.4954534,"182 Springvale Rd, Sheffield S6 3NU, UK",home,#0F596B
,206,Springvale Road,S6 3NU,6,16-Mar-23,15-Mar-28,6146,53.3877482,-1.4971282,"206 Springvale Rd, Sheffield S6 3NU, UK",home,#16837A
,211,Springvale Road,S10 1LG,5,05-Sep-22,25-May-25,5930,53.3872525,-1.4986028,"211 Springvale Rd, Sheffield S10 1LG, UK",home,#0F596B
,213,Springvale Road,S10 1LG,5,17-May-22,09-Apr-27,5758,53.3872633,-1.498684,"213 Springvale Rd, Sheffield S10 1LG, UK",home,#0F596B
,215,Springvale Road,S10 1LG,5,21-Nov-22,16-May-27,6042,53.387254,-1.4987086,"215 Springvale Rd, Sheffield S10 1LG, UK",home,#0F596B
,225,Springvale Road,S10 1LG,5,20-Oct-20,02-Feb-25,4873,53.3870885,-1.4990275,"225 Springvale Rd, Sheffield S10 1LG, UK",home,#0F596B
,227,Springvale Road,S10 1LG,9,19-Feb-21,06-Jun-25,5051,53.3870657,-1.4990889,"227 Springvale Rd, Sheffield S10 1LG, UK",home,#74C67A
,247,Springvale Road,S10 1LG,5,06-May-21,14-Mar-25,5253,53.3868464,-1.4996732,"247 Springvale Rd, Sheffield S10 1LG, UK",home,#0F596B
,251,Springvale Road,S10 1LG,7,27-Jan-21,26-Jan-26,4984,53.3867947,-1.4997887,"251 Springvale Rd, Sheffield S10 1LG, UK",home,#1D9A6C
,265,Springvale Road,S10 1LJ,5,20-Dec-22,15-Aug-27,6083,53.3865808,-1.5002933,"265 Springvale Rd, Sheffield S10 1LJ, UK",home,#0F596B
,312,Springvale Road,S10 1LN,5,07-May-21,17-Feb-25,5254,53.3866992,-1.5019785,"312 Springvale Rd, Sheffield S10 1LN, UK",home,#0F596B
,314,Springvale Road,S10 1LN,5,09-Sep-22,08-Sep-27,5943,53.38669590000001,-1.5020695,"314 Springvale Rd, Sheffield S10 1LL, UK",home,#0F596B
,321,Springvale Road,S10 1LL,5,22-Nov-22,16-Jun-25,6048,53.3863924,-1.5021531,"321 Springvale Rd, Sheffield S10 1LL, UK",home,#0F596B
,424,Springvale Road,S10 1LQ,5,22-Feb-21,17-May-25,5059,53.3866327,-1.5068316,"424 Springvale Rd, Sheffield S10 1LQ, UK",home,#0F596B
,20,St Barnabas Road,S2 4TF,12,14-Jun-23,13-Jun-28,6192,53.3669163,-1.4746494,"20 St. Barnabas Rd, Highfield, Sheffield S2 4TF, UK",home,#DEEDCF
,35,St Barnabas Road,S2 4TF,7,14-Dec-21,13-Dec-25,5610,53.3671283,-1.4739768,"35 St. Barnabas Rd, Highfield, Sheffield S2 4TF, UK",home,#1D9A6C
,75-77,St Mary's Road,S2 4AN,93,21-Dec-22,13-Oct-27,6092,53.3736275,-1.4699352,"Liberty House, 75-77 St Mary's Rd, Sheffield City Centre, Sheffield S2 4AN, UK",home,#DEEDCF
,11,St Thomas Road,S10 1UW,5,14-May-21,16-Jun-25,5285,53.3823114,-1.509059,"11 St Thomas Rd, Sheffield S10 1UW, UK",home,#0F596B
,18a,St Thomas Road,S10 1UX,5,04-May-21,17-Jan-26,5237,53.3827319,-1.508787,"18A St Thomas Rd, Sheffield S10 1UX, UK",home,#0F596B
,7,Stafford Road,S2 2SE,5,23-Oct-24,22-Oct-29,6467,53.3766773,-1.4527077,"7 Stafford Rd, Sheffield S2 2SE, UK",home,#0F596B
,10,Stafford Road,S2 2SE,6,24-Nov-20,02-Aug-25,4904,53.3769743,-1.4532874,"10 Stafford Rd, Sheffield S2 2SE, UK",home,#16837A
,22,Stafford Road,S2 2SE,5,19-Jul-22,06-Oct-26,5875,53.37678,-1.4531784,"22 Stafford Rd, Sheffield S2 2SE, UK",home,#0F596B
,16,Stalker Lees Road,S11 8NJ,5,18-Jul-22,06-Jun-27,5871,53.37036759999999,-1.4884786,"16 Stalker Lees Rd, Sharrow, Sheffield S11 8JN, UK",home,#0F596B
,26,Stalker Lees Road,S11 8NJ,5,25-Jan-21,24-Jan-26,4981,53.37022349999999,-1.4887081,"26 Stalker Lees Rd, Sharrow, Sheffield S11 8NJ, UK",home,#0F596B
,42,Stalker Lees Road,S11 8NJ,5,17-Mar-20,02-Feb-25,4771,53.37000339999999,-1.4894078,"42 Stalker Lees Rd, Sharrow, Sheffield S11 8NJ, UK",home,#0F596B
,49,Stalker Lees Road,S11 8NP,5,08-Jun-21,07-Jun-25,5339,53.369881,-1.4890828,"49 Stalker Lees Rd, Sharrow, Sheffield S11 8NP, UK",home,#0F596B
,52,Stalker Lees Road,S11 8NJ,5,22-Dec-21,05-Jun-26,5629,53.3698738,-1.4896529,"52 Stalker Lees Rd, Sharrow, Sheffield S11 8NJ, UK",home,#0F596B
,60,Stalker Lees Road,S11 8NJ,5,27-Apr-21,01-Jun-25,5210,53.3696625,-1.4900521,"60 Stalker Lees Rd, Sharrow, Sheffield S11 8NJ, UK",home,#0F596B
,66,Stalker Lees Road,S11 8NJ,5,12-Jan-22,10-May-25,5644,53.3696469,-1.4902584,"66 Stalker Lees Rd, Sharrow, Sheffield S11 8NT, UK",home,#0F596B
,68,Stalker Lees Road,S11 8NJ,5,27-May-21,17-May-25,5319,53.3695881,-1.4902869,"68 Stalker Lees Rd, Sharrow, Sheffield S11 8NJ, UK",home,#0F596B
,76,Stalker Lees Road,S11 8NL,7,25-May-21,25-Apr-26,5305,53.3694287,-1.4911114,"76 Stalker Lees Rd, Sharrow, Sheffield S11 8NL, UK",home,#1D9A6C
,80,Stalker Lees Road,S11 8NL,5,26-Oct-20,22-Feb-25,4880,53.3693435,-1.4918616,"80 Stalker Lees Rd, Sharrow, Sheffield S11 8NL, UK",home,#0F596B
,86,Stalker Lees Road,S11 8NL,5,11-Mar-20,10-Mar-25,4749,53.36925309999999,-1.4925017,"86 Stalker Lees Rd, Sharrow, Sheffield S11 8NL, UK",home,#0F596B
,87,Stalker Lees Road,S11 8NR,5,31-Mar-20,01-Mar-25,4833,53.3692693,-1.4908337,"87 Stalker Lees Rd, Sharrow, Sheffield S11 8NR, UK",home,#0F596B
,88,Stalker Lees Road,S11 8NL,5,13-Mar-24,04-Dec-28,6338,53.3692402,-1.4925544,"88 Stalker Lees Rd, Sharrow, Sheffield S11 8NL, UK",home,#0F596B
,94,Stalker Lees Road,S11 8NL,5,27-Apr-21,01-Jun-25,5211,53.3692238,-1.4927179,"94 Stalker Lees Rd, Sharrow, Sheffield S11 8NL, UK",home,#0F596B
,99,Stalker Lees Road,S11 8NR,5,27-Apr-23,28-Mar-25,6174,53.369239,-1.4914399,"99 Stalker Lees Rd, Sharrow, Sheffield S11 8NR, UK",home,#0F596B
,101,Stalker Lees Road,S11 8NR,5,19-Mar-21,07-Nov-25,5132,53.3692197,-1.4915154,"101 Stalker Lees Rd, Sharrow, Sheffield S11 8NR, UK",home,#0F596B
,10-Aug,Stanley Street,S3 8HJ,17,13-Aug-21,23-Nov-25,5426,53.3873871,-1.4637719,"Stanley St, Sheffield S3 8HJ, UK",home,#DEEDCF
,5a,Stanley Street,S3 8HJ,36,17-May-22,05-Sep-26,5774,53.387096,-1.4634411,"5 Stanley St, Sheffield S3 8HJ, UK",home,#DEEDCF
,15,Steade Road,S7 1DS,5,15-Jun-22,14-Jun-27,5834,53.3646544,-1.4809413,"15 Steade Rd, Nether Edge, Sheffield S7 1DS, UK",home,#0F596B
,104,Steven Crescent,S35 1XN,5,04-Jan-24,03-Jan-29,6327,53.4589578,-1.4753649,"104 Steven Cres, Chapeltown, Sheffield S35 1XN, UK",home,#0F596B
,12,Store Street,S2 4DA,5,27-Jul-21,23-Feb-26,5402,53.3715367,-1.4653132,"12 Store St, Sheffield S2 4DA, UK",home,#0F596B
4 Bento,24,Sudbury Street,S3 7LW,5,01-Oct-24,04-Jun-29,6460,53.3878875,-1.4800767,"4, 24 Sudbury St, Sheffield S3 7EH, UK",home,#0F596B
,26,Sudbury Street,S3 7LW,5,23-Aug-22,05-Oct-26,5917,53.38790830000001,-1.4801219,"26 Sudbury St, Sheffield S3 7EH, UK",home,#0F596B
,28,Sudbury Street,S3 7LW,5,05-Aug-22,31-Dec-27,5898,53.38790830000001,-1.4801219,"28 Sudbury St, Sheffield S3 7EH, UK",home,#0F596B
,30,Sudbury Street,S3 7LW,5,01-Dec-23,31-Dec-26,6284,53.38790830000001,-1.4801219,"30 Sudbury St, Sheffield S3 7EH, UK",home,#0F596B
,74,Summerfield Street,S11 8HJ,9,04-Oct-21,03-May-26,5479,53.3709303,-1.4838299,"74 Summerfield St, Sharrow, Sheffield S11 8HJ, UK",home,#74C67A
,51,Sydney Road,S6 3GG,6,23-Nov-22,21-Aug-27,6063,53.3873764,-1.4953101,"51 Sydney Rd, Sheffield S6 3GG, UK",home,#16837A
,80,Sydney Road,S6 3GH,5,27-Oct-21,19-Dec-25,5512,53.3873761,-1.495946,"80 Sydney Rd, Sheffield S6 3GH, UK",home,#0F596B
,84,Sydney Road,S6 3GH,6,26-Jan-22,25-Jan-27,5650,53.3873185,-1.4961063,"84 Sydney Rd, Sheffield S6, UK",home,#16837A
,96,Sydney Road,S6 3GH,5,22-Dec-20,18-May-25,4954,53.3872349,-1.4965435,"96 Sydney Rd, Sheffield S6 3GH, UK",home,#0F596B
,98,Sydney Road,S6 3GH,5,22-Dec-20,31-May-25,4955,53.3872343,-1.4965938,"98 Sydney Rd, Sheffield S10 1GA, UK",home,#0F596B
,64a,Sydney Road,S6 3GH,5,02-Mar-21,09-Jan-26,5083,53.387472,-1.495523,"64A Sydney Rd, Sheffield S6 3GH, UK",home,#0F596B
,89a,Sydney Road,S6 3GG,5,04-Mar-21,16-May-25,5093,53.3870567,-1.4966097,"89A Sydney Rd, Sheffield S6 3GG, UK",home,#0F596B
,12b,Tapton House Road,S10 5BY,7,21-May-24,24-Jan-29,6424,53.3775199,-1.5080387,"12B Tapton House Rd, Sheffield S10 5BY, UK",home,#1D9A6C
,12c,Tapton House Road,S10 5BY,7,21-May-24,19-Jan-29,6423,53.3775199,-1.5080387,"12C Tapton House Rd, Sheffield S10 5BY, UK",home,#1D9A6C
,14,Tenterden Road,S5 6AJ,5,19-Jul-21,12-Apr-25,5390,53.4191055,-1.4348079,"14 Tenterden Rd, Sheffield S5 6AJ, UK",home,#0F596B
,2,The Nook,S10 1EJ,6,17-Mar-20,03-Feb-25,4773,53.3859887,-1.4952818,"2 The Nook, Sheffield S10 1EJ, UK",home,#16837A
,7,The Nook,S10 1EJ,5,18-Jan-21,07-Apr-25,5002,53.3857305,-1.495239,"7 The Nook, Sheffield S10, UK",home,#0F596B
,8,The Nook,S10 1EJ,5,12-Nov-21,01-Jun-26,5541,53.3859422,-1.4955036,"8 The Nook, Sheffield S10 1EJ, UK",home,#0F596B
,10,The Nook,S10 1EJ,5,02-Sep-22,20-May-25,5933,53.3858974,-1.4955119,"10 The Nook, Sheffield S10, UK",home,#0F596B
,12,The Nook,S10 1EJ,5,24-Mar-20,23-Mar-25,4804,53.3858975,-1.4955834,"12 The Nook, Sheffield S10 1EJ, UK",home,#0F596B
,18,The Nook,S10 1EJ,5,21-Oct-20,18-Feb-25,4874,53.3858152,-1.4956933,"18 The Nook, Sheffield S10 1EJ, UK",home,#0F596B
,20,The Nook,S10 1EJ,5,15-Feb-23,20-Oct-27,6115,53.3857935,-1.4957425,"20 The Nook, Sheffield S10 1EJ, UK",home,#0F596B
,22,The Nook,S10 1EJ,5,08-Aug-23,23-May-28,6226,53.3857505,-1.4957745,"22 The Nook, Sheffield S10 1EJ, UK",home,#0F596B
,24,The Nook,S10 1EJ,5,21-Feb-23,06-Jul-27,6138,53.3857375,-1.4957774,"24 The Nook, Sheffield S10 1EJ, UK",home,#0F596B
,25,The Nook,S10 1EJ,5,27-Apr-21,07-Dec-25,5215,53.3855179,-1.4957953,"25 The Nook, Sheffield S10 1EJ, UK",home,#0F596B
,32,The Nook,S10 1EJ,5,16-Dec-21,14-Aug-26,5618,53.3854014,-1.4962087,"32 The Nook, Sheffield S10 1EJ, UK",home,#0F596B
,68a,The Wicker,S3 8JD,7,08-Nov-22,09-Jul-26,5990,53.3870448,-1.4635936,"68 Wicker Ln, Sheffield S3, UK",home,#1D9A6C
,5,Thompson Road,S11 8RA,6,18-Feb-21,25-May-25,5050,53.369967,-1.4940189,"5 Thompson Rd, Broomhall, Sheffield S11 8RA, UK",home,#16837A
,6,Thompson Road,S11 8RB,8,27-Apr-21,01-Feb-26,5208,53.3701349,-1.4936262,"6 Thompson Rd, Broomhall, Sheffield S11 8RB, UK",home,#48B16D
,10,Thompson Road,S11 8RB,7,01-Mar-21,31-May-25,5080,53.3702044,-1.4936945,"10 Thompson Rd, Broomhall, Sheffield S11 8RB, UK",home,#1D9A6C
,12,Thompson Road,S11 8RB,7,25-Jan-21,24-Jan-26,5035,53.3702265,-1.4937164,"12 Thompson Rd, Broomhall, Sheffield S11 8RB, UK",home,#1D9A6C
,14,Thompson Road,S11 8RB,7,10-May-21,02-Mar-25,5258,53.3703104,-1.4937986,"14 Thompson Rd, Broomhall, Sheffield S11 8RB, UK",home,#1D9A6C
,16,Thompson Road,S11 8RB,8,04-Oct-22,07-Feb-26,5962,53.370361,-1.4938431,"16 Thompson Rd, Broomhall, Sheffield S11 8RB, UK",home,#48B16D
,18,Thompson Road,S11 8RB,5,12-Mar-21,01-Jun-25,5112,53.3703817,-1.4938244,"18 Thompson Rd, Broomhall, Sheffield S11 8RB, UK",home,#0F596B
,19,Thompson Road,S11 8RA,5,12-Mar-21,10-Mar-25,5109,53.3702359,-1.4944369,"19 Thompson Rd, Broomhall, Sheffield S11 8RA, UK",home,#0F596B
,21,Thompson Road,S11 8RA,6,12-Nov-21,28-Jul-26,5544,53.3702561,-1.4945136,"21 Thompson Rd, Broomhall, Sheffield S11 8RA, UK",home,#16837A
,25,Thompson Road,S11 8RA,6,21-Apr-22,26-May-25,5742,53.3702665,-1.4946497,"25 Thompson Rd, Broomhall, Sheffield S11 8RA, UK",home,#16837A
,26,Thompson Road,S11 8RB,5,02-Nov-23,01-Aug-28,6268,53.370621,-1.4953064,"26 Thompson Rd, Broomhall, Sheffield S11 8RB, UK",home,#0F596B
,34,Thompson Road,S11 8RB,5,11-Apr-24,22-Feb-29,6393,53.3707061,-1.4956222,"34 Thompson Rd, Broomhall, Sheffield S11 8RB, UK",home,#0F596B
,36,Thompson Road,S11 8RB,5,04-May-21,25-Jan-26,5236,53.3707467,-1.4957504,"36 Thompson Rd, Broomhall, Sheffield S11 8RB, UK",home,#0F596B
,39,Thompson Road,S11 8RA,5,22-Dec-21,11-May-25,5628,53.37036639999999,-1.4953268,"39 Thompson Rd, Broomhall, Sheffield S11 8RB, UK",home,#0F596B
,40,Thompson Road,S11 8RB,5,11-Feb-21,10-Feb-26,5022,53.3707581,-1.4957327,"40 Thompson Rd, Broomhall, Sheffield S11 8RB, UK",home,#0F596B
,41,Thompson Road,S11 8RA,6,29-Mar-24,13-Nov-28,6370,53.3703718,-1.495377,"Bottom Lodge Botanical Garde, 41 Thompson Rd, Broomhall, Sheffield S11 8RA, UK",home,#16837A
,54,Thompson Road,S11 8RB,6,05-Oct-22,25-May-25,5964,53.3705935,-1.4953036,"54 Thompson Rd, Broomhall, Sheffield S11 8RB, UK",home,#16837A
,59,Thompson Road,S11 8RA,6,19-Feb-21,14-Jun-25,5057,53.37059,-1.496473,"59 Thompson Rd, Broomhall, Sheffield S11 8RA, UK",home,#16837A
,48,Townend Street,S10 1NN,5,18-Nov-22,15-Apr-27,6034,53.3872767,-1.5003281,"48 Townend St, Sheffield S10 1NN, UK",home,#0F596B
,50,Townend Street,S10 1NN,5,21-Nov-22,07-May-27,6045,53.3873575,-1.5003364,"50 Townend St, Sheffield S10 1NN, UK",home,#0F596B
Flat 3,45,Trafalgar Street,S1 4GN,7,05-Apr-24,24-Jan-29,6384,53.3793024,-1.4759344,"3, 45 Trafalgar St, Sheffield City Centre, Sheffield S1 4GN, UK",home,#1D9A6C
Flat 1,45,Trafalgar Street,S1 4GN,8,01-Apr-24,29-Jan-29,6374,53.3793024,-1.4759344,"1, 45 Trafalgar St, Sheffield City Centre, Sheffield S1 4GN, UK",home,#48B16D
Flat 2,45,Trafalgar Street,S1 4GN,7,04-Apr-24,24-Jan-29,6383,53.3793024,-1.4759344,"2, 45 Trafalgar St, Sheffield City Centre, Sheffield S1 4GN, UK",home,#1D9A6C
Flat 4,45,Trafalgar Street,S1 4GN,8,24-Jan-24,02-Oct-28,6303,53.3793024,-1.4759344,"4, 45 Trafalgar St, Sheffield City Centre, Sheffield S1 4GN, UK",home,#48B16D
,5,Travis Place,S10 2DB,5,28-May-21,18-Feb-25,5322,53.3757836,-1.4849595,"5 Travis Pl, Broomhall, Sheffield S10 2DB, UK",home,#0F596B
,8,Travis Place,S10 2DB,6,04-Aug-21,28-Feb-26,5413,53.3759228,-1.4853178,"8 Travis Pl, Broomhall, Sheffield S10 2DB, UK",home,#16837A
,9,Travis Place,S10 2DB,5,23-Dec-21,21-Jun-25,5632,53.37557229999999,-1.4849029,"9 Travis Pl, Broomhall, Sheffield S10 2DB, UK",home,#0F596B
,11,Travis Place,S10 2DB,5,20-Dec-22,25-Oct-27,6088,53.37548169999999,-1.4848473,"11 Travis Pl, Broomhall, Sheffield S10 2DB, UK",home,#0F596B
,38-40,Trippet Lane,S1 4EL,14,12-Jul-22,21-May-27,5865,53.3819574,-1.4745705,"38-40 Trippet Ln, Sheffield City Centre, Sheffield S1 4EL, UK",home,#DEEDCF
,16,Tylney Road,S2 2RY,5,22-Nov-22,10-Oct-27,6049,53.3740371,-1.4495604,"16 Tylney Rd, Sheffield S2 2RX, UK",home,#0F596B
,15-17,Upper Albert Road,S8 9HR,32,12-May-21,23-Feb-25,5273,53.3552293,-1.4646158,"Sunningdale Rest Home, 15-17 Upper Albert Rd, Meersbrook, Sheffield S8 9HR, UK",home,#DEEDCF
"Apartment 1, Ashton's Works     ",66,Upper Allen Street,S3 7GW,12,26-Apr-23,09-Nov-27,6173,53.38546220000001,-1.4791273,"1, Ashtons Works, 66 Upper Allen St, Sheffield S3 7GW, UK",home,#DEEDCF
,90,Upper Hanover Street,S3 7RQ,6,05-Jan-22,01-Jun-25,5633,53.3784871,-1.4845019,"90 Upper Hanover St, Broomhall, Sheffield S3 7RQ, UK",home,#16837A
,102,Upper Hanover Street,S3 7RS,7,29-Nov-23,03-Nov-28,6281,53.3775152,-1.4843804,"102 Upper Hanover St, Broomhall, Sheffield S3 7RS, UK",home,#1D9A6C
,171,Upper Hanover Street,S3 7RR,6,07-Feb-23,05-Feb-28,6106,53.37618,-1.4837416,"171 Upper Hanover St, Broomhall, Sheffield S3 7RR, UK",home,#16837A
,173,Upper Hanover Street,S3 7RR,6,18-Jan-23,07-Nov-27,6096,53.37615169999999,-1.4837232,"173 Upper Hanover St, Broomhall, Sheffield S3 7RR, UK",home,#16837A
